UniprotID.TF	UniprotID.Target	NCBI.GeneID.TF	NCBI.GeneID.Target	Name.TF	Name.Target	Detection.method	PubmedID	Organism	Source.database
P11746	P40484	855060	854700	MCM1	MOB1	chromatin immunoprecipitation array,chromatin immunoprecipitation assay,fluorescence microscopy	26082499,18303948,24170807,27010670	Saccharomyces cerevisiae	Yeastract
Q02100	P33748	855554	855053	SKO1	MSN2	chromatin immunoprecipitation array,chromatin immunoprecipitation assay,reverse transcription pcr	19487574,16087739,16709784,27924024,24170807,22973550	Saccharomyces cerevisiae	GTRD,Yeastract
P41546	Q3E7A9	850513	1466503	HAC1	CMC4	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P39001	P20050	851788	854738	UME6	HOP1	array technology,array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation assay,northern blot,tag visualisation by enzyme assay	12192041,25957495,20385592,10562556,11081629,12370439,12799429,27924024,24170807,9742092	Saccharomyces cerevisiae	GTRD,Yeastract
P41546	P39564	850513	851296	HAC1	-	array technology/partial DNA sequence identification by hybridization,footprinting,full identification by RNA sequencing	24170807,30016623,16880382,16371132	Saccharomyces cerevisiae	Yeastract
P07261	P0CX56	856030	852061,854982	GCR1	RPS18B	array technology/partial DNA sequence identification by hybridization,reverse transcription pcr	26431967,17124610,20385592,24170807	Saccharomyces cerevisiae	Yeastract
P33400	Q00772	856358	856425	RIM101	SLT2	western blot	20641016,24170807	Saccharomyces cerevisiae	Yeastract
P39113	P46954	855323	853356	CAT8	SIP4	northern blot,reverse transcription pcr,tag visualisation by enzyme assay	9843506,25355315,22687600,11024040,24170807	Saccharomyces cerevisiae	Yeastract
P32607	P19414	854087	851013	RTG1	ACO1	array technology/partial DNA sequence identification by hybridization,northern blot,reverse transcription pcr,western blot	10490611,11179416,17698960,21841001,24170807,15692048,27427385	Saccharomyces cerevisiae	Yeastract
P53035	Q12107	852663	850792	MIG2	APC9	northern blot	24170807,15514051	Saccharomyces cerevisiae	Yeastract
Q05958	Q07987	850928	850726	ECM22	PAU23	array technology/partial DNA sequence identification by hybridization,quantitative reverse transcription pcr	24170807,16783004,16880382	Saccharomyces cerevisiae	Yeastract
P22148	P38715	854033	856504	MSN1	GRE3	northern blot	15773992,24170807	Saccharomyces cerevisiae	Yeastract
Q02100	P13587	855554	851610	SKO1	ENA1	chromatin immunoprecipitation array,chromatin immunoprecipitation assay,electrophoretic mobility shift assay,tag visualisation by enzyme assay	19487574,11230135,9858577,27924024,24170807,22973550,18931682	Saccharomyces cerevisiae	GTRD,Yeastract
P54790	P27796	850656	854646	ORC3	POT1	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation assay,electrophoretic mobility shift assay,northern blot,reverse transcription pcr,western blot	19056732,25355315,8972187,9774671,12071844,30073202,23088601,17551510,24170807,18285336,20139423	Saccharomyces cerevisiae	Yeastract
P39520	P0CX50	850920	854029,855415	IFH1	RPL18B	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,chromatin immunoprecipitation assay,reverse transcription pcr	20231876,15616569,24170807,16612005,15616568,26385964	Saccharomyces cerevisiae	Yeastract
P06774	Q02773	852614	854883	HAP2	RPM2	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,northern blot,tag visualisation by enzyme assay	12399584,20385592,7900416,24170807	Saccharomyces cerevisiae	Yeastract
P21957	P04076	856366	856411	OPI1	ARG4	array technology/partial DNA sequence identification by hybridization,tag visualisation by enzyme assay	16034810,20385592,24170807	Saccharomyces cerevisiae	Yeastract
P41546	Q12398	850513	854197	HAC1	HMS1	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P06774	P49089	852614	856268	HAP2	ASN1	chromatin immunoprecipitation array,tag visualisation by enzyme assay	15343339,8951815,24170807	Saccharomyces cerevisiae	Yeastract
P27705	Q12329	852848	851751	MIG1	HSP42	Identification by mass spectrometry,array technology/partial DNA sequence identification by hybridization	24170807,20385592,29611422,16880382	Saccharomyces cerevisiae	Yeastract
P18494	P15365	856763	853617	GLN3	DAL5	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,chromatin immunoprecipitation assay,northern blot,quantitative reverse transcription pcr,reverse transcription pcr	19104072,22039046,20974806,2153652,18166280,28912343,25641578,15343339,21184740,18245087,10392447,24170807,20233714,24644271,26419331	Saccharomyces cerevisiae	Yeastract
P03069	Q12325	856709	850781	GCN4	SUL2	array technology/partial DNA sequence identification by hybridization,reverse transcription pcr	30011030,19346491,11390663,16880382,24170807,20233714	Saccharomyces cerevisiae	Yeastract
P32432	Q12513	851119	851448	SFP1	TMA17	western blot	27462806,24170807	Saccharomyces cerevisiae	Yeastract
P13902	P14359	854042	853290	INO4	SNA3	chromatin immunoprecipitation array,reverse transcription pcr	23174187,24170807,16709784	Saccharomyces cerevisiae	Yeastract
P41546	P40440	850513		HAC1	-	footprinting	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P33748	P39708	855053	851237	MSN2	GDH3	array technology/partial DNA sequence identification by hybridization,experimental interaction detection	19503593,15870279,9495741,24170807	Saccharomyces cerevisiae	Yeastract
P41546	Q04301	850513	855113	HAC1	VBA1	footprinting	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P33200	P53184	852278	852846	PDR3	PNC1	array technology/partial DNA sequence identification by hybridization,electrophoretic mobility-based method,full identification by RNA sequencing	18627600,11683503,29650645,17993571,24170807	Saccharomyces cerevisiae	Yeastract
P39720	Q02969	851247	855991	OAF1	PEX25	array technology/partial DNA sequence identification by hybridization,electrophoretic mobility shift assay	17551510,24170807,12709061	Saccharomyces cerevisiae	Yeastract
P38165	P11986	852171	853288	RTG3	INO1	tag visualisation by enzyme assay	20935143,24170807	Saccharomyces cerevisiae	Yeastract
P33748	P13711	855053	852667	MSN2	POX1	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,chromatin immunoprecipitation assay,quantitative reverse transcription pcr	16926161,28924051,22354995,24170807,15870279	Saccharomyces cerevisiae	Yeastract
P41546	P32474	850513	852130	HAC1	EUG1	array technology/partial DNA sequence identification by hybridization,electrophoretic mobility shift assay,footprinting,full identification by RNA sequencing,northern blot	9545334,16371132,25275008,16880382,30016623,9348528,24170807,24237754	Saccharomyces cerevisiae	Yeastract
P22149	Q08905	852809	854563	AFT1	FRE3	array technology/partial DNA sequence identification by hybridization,nuclease assay	9726978,16024809,24170807,16328372	Saccharomyces cerevisiae	Yeastract
P61829	P12709	24573116,854584	852495	OLI1	PGI1	experimental interaction detection	21119627,24170807	Saccharomyces cerevisiae	Yeastract
Q01722	P16451	855522	853107	GCR2	PDX1	reverse transcription pcr	27190003,24170807	Saccharomyces cerevisiae	Yeastract
P47043	P34240	853390	853679	ZAP1	ZRT3	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,tag visualisation by enzyme assay	21177862,12399584,15343339,16880382,10884426,10856230,17121842,18673560,24170807	Saccharomyces cerevisiae	Yeastract
P19880	P11412	855005	855480	YAP1	ZWF1	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,experimental interaction detection,full identification by RNA sequencing	26389527,17327492,10347154,18627600,15713640,16328372,24170807	Saccharomyces cerevisiae	Yeastract
P07270	P00635	850594	852390	PHO4	PHO5	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,chromatin immunoprecipitation assay,electrophoretic mobility shift assay,footprinting,full identification by RNA sequencing,northern blot,tag visualisation by enzyme assay	11102525,2664469,22182244,29236696,19108609,9566882,11162492,16880382,12748282,23558744,27924024,24170807,18408055,12060664,28485712	Saccharomyces cerevisiae	GTRD,Yeastract
P21957	P30605	856366	852108	OPI1	ITR1	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,northern blot	18842580,15343339,20385592,21900497,15611057,24170807,8294482	Saccharomyces cerevisiae	Yeastract
Q12172	P32568	854333	851574	YRR1	SNQ2	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation assay,full identification by RNA sequencing,northern blot,reverse transcription pcr	24532717,14512416,11909958,20385592,15145054,9767597,23545261,24170807,29208650,11943786	Saccharomyces cerevisiae	Yeastract
P36148	P04385	853941	852308	GPT2	GAL1	quantitative reverse transcription pcr	26419331,24170807	Saccharomyces cerevisiae	Yeastract
P18494	P32375	856763	854845	GLN3	DAL1	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,chromatin immunoprecipitation assay,northern blot,reverse transcription pcr	18166280,15343339,21184740,24170807,20233714,8416910	Saccharomyces cerevisiae	Yeastract
P61829	Q05911	24573116,854584	851073	OLI1	ADE13	array technology/partial DNA sequence identification by hybridization,tag visualisation by enzyme assay	24170807,21119627,9822821,20385592	Saccharomyces cerevisiae	Yeastract
P26343	P25335	853904	854847	DAL80	DAL2	array technology/partial DNA sequence identification by hybridization,northern blot	3915539,10392447,24170807,21246356	Saccharomyces cerevisiae	Yeastract
P14064	P00427	853751	856448	HAP4	COX6	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,reverse transcription pcr,tag visualisation by enzyme assay	12399584,26086550,2540169,15343339,20385592,16880382,16709784,1314953,17892474,24170807	Saccharomyces cerevisiae	Yeastract
P34160	P34160	855155	855155	STO1	STO1	array technology/partial DNA sequence identification by hybridization,tag visualisation by enzyme assay	24170807,23223039,20385592,16880382	Saccharomyces cerevisiae	Yeastract
P41546	P39986	850513	856681	HAC1	SPF1	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P07269	P17709	851452	850317	PHO2	GLK1	experimental interaction detection	21119627,24170807	Saccharomyces cerevisiae	Yeastract
P41546	P0C272	850513	854147	HAC1	-	footprinting	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P41546	Q03148	850513	855121	HAC1	SNZ1	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
Q03465	P16603	851542	856438	RPN4	NCP1	array technology/partial DNA sequence identification by hybridization,experimental interaction detection	21931558,20385592,18627600,24170807	Saccharomyces cerevisiae	Yeastract
P18494	P0CX79	856763	850850,850852,850855,850857	GLN3	ASP3-4	inferred by curator	24170807,9170245	Saccharomyces cerevisiae	Yeastract
P07269	P28272	851452	853664	PHO2	URA1	array technology/partial DNA sequence identification by hybridization,northern blot,tag visualisation by enzyme assay	21119627,15948949,20385592,24170807,9822821	Saccharomyces cerevisiae	Yeastract
P36148	Q12142	853941	851406	GPT2	ATG9	reverse transcription pcr	24170807,26649943	Saccharomyces cerevisiae	Yeastract
P41696	P22133	854280	853994	AZF1	MDH2	array technology/partial DNA sequence identification by hybridization,reverse transcription pcr	24170807,16467472,27693355	Saccharomyces cerevisiae	Yeastract
P41546	P27466	850513	850568	HAC1	CMK1	footprinting	30016623,24170807	Saccharomyces cerevisiae	Yeastract
Q03125	P38773	851613	856439	NRG1	DOG2	tag visualisation by enzyme assay	11404322,24170807	Saccharomyces cerevisiae	Yeastract
P35198	P00724	851870	854644	MTH1	SUC2	enzymatic study	24170807,25810078	Saccharomyces cerevisiae	Yeastract
P12383	P38857	852871	856567	PDR1	MPC2	array technology/partial DNA sequence identification by hybridization,primer specific pcr	17993571,18627600,11557050,24170807	Saccharomyces cerevisiae	Yeastract
P33749	P33416	853803	851845	MSN4	HSP78	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,chromatin immunoprecipitation assay,electrophoretic mobility-based method	16926161,12100562,15343339,11179418,21749328,24170807,28949295	Saccharomyces cerevisiae	Yeastract
P41546	Q04925	850513	851808	HAC1	-	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P12383	P53860	852871	855490	PDR1	PDR16	array technology/partial DNA sequence identification by hybridization,electrophoretic mobility-based method,northern blot,primer specific pcr	10734226,17881724,20385592,18627600,16896209,15145054,11470516,11683503,17993571,19915041,24170807,25724885,11557050	Saccharomyces cerevisiae	Yeastract
P41546	Q3E744	850513	3077355	HAC1	-	footprinting,full identification by RNA sequencing	25275008,30016623,24170807	Saccharomyces cerevisiae	Yeastract
P38165	P28241	852171	854303	RTG3	IDH2	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,northern blot	10490611,11179416,15343339,8422683,24170807	Saccharomyces cerevisiae	Yeastract
P33200	P15454	852278	852065	PDR3	GUK1	array technology/partial DNA sequence identification by hybridization,electrophoretic mobility-based method	11683503,18627600,24170807	Saccharomyces cerevisiae	Yeastract
P52960	P32573	854545	855518	PIP2	SPS19	array technology/partial DNA sequence identification by hybridization,northern blot,reverse transcription pcr,tag visualisation by enzyme assay	19583587,10589836,9774671,17551510,24170807,20139423,11170837	Saccharomyces cerevisiae	Yeastract
P38830	P09937	856524	854490	NDT80	SPS4	chromatin immunoprecipitation assay,northern blot	28327289,9742092,24170807	Saccharomyces cerevisiae	Yeastract
P39520	P05759	850920	850864	IFH1	RPS31	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,chromatin immunoprecipitation assay,quantitative reverse transcription pcr	20231876,15616569,24170807,15616568,26385964,27321754	Saccharomyces cerevisiae	Yeastract
Q04868	P20967	855360	854681	ELP6	KGD1	tag visualisation by enzyme assay	24170807,2503710	Saccharomyces cerevisiae	Yeastract
P41546	P32584	850513	852019	HAC1	STE14	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P03069	P04173	856709	850342	GCN4	LEU2	array technology/partial DNA sequence identification by hybridization,electrophoretic mobility shift assay,full identification by RNA sequencing	15843968,21119627,19346491,30354837,20385592,2195025,24170807,20233714	Saccharomyces cerevisiae	Yeastract
P33749	P33315	853803	852414	MSN4	TKL2	array technology/partial DNA sequence identification by hybridization,electrophoretic mobility-based method,experimental interaction detection,reverse transcription pcr	16926161,12100562,10722658,10411744,9495741,21131516,24170807,18931682	Saccharomyces cerevisiae	Yeastract
P41546	Q02804	850513	856056	HAC1	ARL3	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P39943	P27705	856750	852848	MIG3	MIG1	tag visualisation by enzyme assay	9832517,24170807	Saccharomyces cerevisiae	Yeastract
P40068	P10614		856398	FLO8	ERG11	chromatin immunoprecipitation array,tag visualisation by enzyme assay	16449570,24170807,26448198	Saccharomyces cerevisiae	Yeastract
P41546	P38803	850513	856485	HAC1	IPI1	footprinting	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P13902	P38165	854042	852171	INO4	RTG3	tag visualisation by enzyme assay	20162531,24170807	Saccharomyces cerevisiae	Yeastract
Q03465	P33200	851542	852278	RPN4	PDR3	array technology/partial DNA sequence identification by hybridization,reverse transcription pcr	18627600,18086556,24170807	Saccharomyces cerevisiae	Yeastract
P14064	P53341	853751	853209	HAP4	MAL12	array technology/partial DNA sequence identification by hybridization,reverse transcription pcr	24170807,20832886,16880382	Saccharomyces cerevisiae	Yeastract
P26798	Q05521	851701	851878	INO2	DPP1	reverse transcription pcr,tag visualisation by enzyme assay	21538248,11016943,24170807	Saccharomyces cerevisiae	Yeastract
P03069	P41546	856709	850513	GCN4	HAC1	array technology/partial DNA sequence identification by hybridization,reverse transcription pcr	23794510,19346491,23275543,24170807,20233714	Saccharomyces cerevisiae	Yeastract
Q03125	Q12132	851613	855871	NRG1	USV1	chromatin immunoprecipitation array,northern blot	15343339,18667581,24170807	Saccharomyces cerevisiae	Yeastract
P47043	P10127	853390	852636	ZAP1	ADH4	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,tag visualisation by enzyme assay	21177862,12399584,10978274,10884426,18673560,24170807	Saccharomyces cerevisiae	Yeastract
P38889	P33416	856613	851845	SKN7	HSP78	experimental interaction detection	10347154,24170807	Saccharomyces cerevisiae	Yeastract
P33749	Q08969	853803	855878	MSN4	GRE1	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation assay,northern blot	16926161,10722658,23435728,24170807,15870279,10407268,18931682	Saccharomyces cerevisiae	Yeastract
P21538	P00359	852338	853106	REB1	TDH3	tag visualisation by enzyme assay	24170807,8075210	Saccharomyces cerevisiae	Yeastract
P36148	P27614	853941	853267	GPT2	CPS1	array technology/partial DNA sequence identification by hybridization,full identification by RNA sequencing,northern blot	9287023,11137008,24170807,29620523	Saccharomyces cerevisiae	Yeastract
P41546	P38702	850513	856391	HAC1	LEU5	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P16649	P11353	850445	851614	TUP1	HEM13	array technology/partial DNA sequence identification by hybridization,northern blot	20385592,11238402,24170807	Saccharomyces cerevisiae	Yeastract
P11938	Q02821	855505	855532	RAP1	SRP1	electrophoretic mobility shift assay	1494352,24170807	Saccharomyces cerevisiae	Yeastract
Q12753	P53283	856117	853039	HAA1	TPO2	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation assay,nuclease assay,quantitative reverse transcription pcr,reverse transcription pcr,tag visualisation by enzyme assay	22961896,28432100,25282639,11504737,28068993,20385592,20955010,30476185,26596574,24170807	Saccharomyces cerevisiae	Yeastract
P27705	P38988	852848	851329	MIG1	GGC1	Identification by mass spectrometry,array technology/partial DNA sequence identification by hybridization	20385592,29611422,24170807	Saccharomyces cerevisiae	Yeastract
P32607	P32907	854087	855736	RTG1	ATO2	western blot	26992228,24170807	Saccharomyces cerevisiae	Yeastract
P39520	P0CX46	850920	850590,854794	IFH1	RPL2B	chromatin immunoprecipitation array,chromatin immunoprecipitation assay,reverse transcription pcr	20231876,24170807,19124666,16612005,15616568	Saccharomyces cerevisiae	Yeastract
P40535	P05750	854775	855543	CST6	RPS3	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation assay,reverse transcription pcr	20385592,27924024,24170807,27143390	Saccharomyces cerevisiae	GTRD,Yeastract
P41546	P16622	850513	854347	HAC1	HEM15	footprinting,full identification by RNA sequencing	25275008,30016623,24170807	Saccharomyces cerevisiae	Yeastract
P41546	Q03482	850513	851790	HAC1	-	array technology/partial DNA sequence identification by hybridization,footprinting,full identification by RNA sequencing	30016623,24170807,16371132	Saccharomyces cerevisiae	Yeastract
P41546	Q08438	850513	854220	HAC1	VHS3	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
Q03213	Q12235	855208	850671	HOT1	YCT1	tag visualisation by enzyme assay	24170807,29982432	Saccharomyces cerevisiae	Yeastract
P39956	P39009	856916	851457	RPH1	DUN1	quantitative reverse transcription pcr	24170807,28334815	Saccharomyces cerevisiae	Yeastract
P07261	P25443	856030	852754	GCR1	RPS2	array technology/partial DNA sequence identification by hybridization,primer extension assay	11333224,17124610,20385592,24170807	Saccharomyces cerevisiae	Yeastract
Q02516	P00427	854540	856448	HAP5	COX6	chromatin immunoprecipitation array,tag visualisation by enzyme assay	12399584,2540169,15343339,1314953,24170807	Saccharomyces cerevisiae	Yeastract
P41546	P08019	850513	854708	HAC1	SGA1	footprinting,full identification by RNA sequencing	25275008,30016623,24170807	Saccharomyces cerevisiae	Yeastract
P41546	Q06541	850513	850943	HAC1	ARV1	footprinting	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P08638	P17649	851172	852902	LEU3	UGA1	reverse transcription pcr	21708130,24170807	Saccharomyces cerevisiae	Yeastract
Q03465	Q01329	851542	851255	RPN4	PTA1	array technology/partial DNA sequence identification by hybridization,experimental interaction detection	21931558,18627600,24170807	Saccharomyces cerevisiae	Yeastract
P03069	P47079	856709	853447	GCN4	CCT8	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation assay,experimental interaction detection	15843968,19346491,15274137,27924024,24170807	Saccharomyces cerevisiae	GTRD,Yeastract
P27705	P10870	852848	851333	MIG1	SNF3	array technology/partial DNA sequence identification by hybridization,tag visualisation by enzyme assay	7862149,14871952,20385592,19087243,24170807	Saccharomyces cerevisiae	Yeastract
P18412	P0CD90	852377	850674	TEC1	AQY2	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,tag visualisation by enzyme assay	20118212,17638031,24170807,19889095	Saccharomyces cerevisiae	Yeastract
P19880	P32449	855005	852551	YAP1	ARO4	array technology/partial DNA sequence identification by hybridization,electrophoretic mobility-based method	12100562,18627600,24170807	Saccharomyces cerevisiae	Yeastract
P41546	P17076	850513	856352	HAC1	RPL8A	footprinting,full identification by RNA sequencing	30016623,24170807	Saccharomyces cerevisiae	Yeastract
Q03465	Q04511	851542	854886	RPN4	UFO1	array technology/partial DNA sequence identification by hybridization,tag visualisation by luciferase assay	18627600,21365285,24170807	Saccharomyces cerevisiae	Yeastract
Q03465	P35207	851542	851114	RPN4	SKI2	array technology/partial DNA sequence identification by hybridization,experimental interaction detection	21931558,18627600,24170807	Saccharomyces cerevisiae	Yeastract
P53968	Q12143	855704	855843	CRZ1	NSL1	array technology,tag visualisation by fluorescence	12058033,18818649,24170807	Saccharomyces cerevisiae	Yeastract
P32805	P0CH64	852638	850483,855381	FZF1	DDI3	tag visualisation by enzyme assay	16014606,24170807	Saccharomyces cerevisiae	Yeastract
P14064	Q12233	853751	856131	HAP4	ATP20	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,reverse transcription pcr	12399584,30227387,15343339,16880382,17892474,24170807	Saccharomyces cerevisiae	Yeastract
P26343	P04817	853904	856646	DAL80	CAN1	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation assay,electrophoretic mobility shift assay,northern blot	8376332,27924024,24170807,10392447,8416910	Saccharomyces cerevisiae	GTRD,Yeastract
P14064	P02992	853751	854359	HAP4	TUF1	reverse transcription pcr	23727608,24170807	Saccharomyces cerevisiae	Yeastract
Q03465	O13547	851542	851107	RPN4	CCW14	array technology/partial DNA sequence identification by hybridization,experimental interaction detection	21931558,18627600,24170807	Saccharomyces cerevisiae	Yeastract
P03069	P07342	856709	855135	GCN4	ILV2	array technology/partial DNA sequence identification by hybridization,footprinting,northern blot	3069583,19346491,11390663,23275543,16880382,3464968,24170807,20233714	Saccharomyces cerevisiae	Yeastract
P41546	P25354	850513	850364	HAC1	-	footprinting	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P54785	P47178	855092	853615	MOT3	DAN1	array technology/partial DNA sequence identification by hybridization,northern blot,quantitative reverse transcription pcr	20385592,11238402,12145211,24170807,14530431,23540696	Saccharomyces cerevisiae	Yeastract
P41546	Q870I1	850513		HAC1	-	footprinting	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P24813	Q12207	852033	856272	CAD1	NCE102	tag visualisation by enzyme assay	23223039,24170807	Saccharomyces cerevisiae	Yeastract
Q01722	P00950	855522	853705	GCR2	GPM1	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,experimental interaction detection,reverse transcription pcr	21119627,12399584,15343339,20385592,27190003,24170807,15645478,20393576	Saccharomyces cerevisiae	Yeastract
P41546	P38812	850513	856500	HAC1	GEP4	footprinting	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P54785	Q12218	855092	854173	MOT3	TIR4	northern blot	11238402,24170807	Saccharomyces cerevisiae	Yeastract
P41546	P39692	850513	850588	HAC1	MET10	footprinting	30016623,24170807	Saccharomyces cerevisiae	Yeastract
P26343	P15380	853904	854530	DAL80	PUT4	chromatin immunoprecipitation assay,northern blot	8416910,27924024,24170807	Saccharomyces cerevisiae	GTRD,Yeastract
P38141	P05738	852542	852730	THI2	RPL9A	reverse transcription pcr	29686730,24170807	Saccharomyces cerevisiae	Yeastract
P39720	P34230	851247	853647	OAF1	PXA2	array technology/partial DNA sequence identification by hybridization,reverse transcription pcr	17551510,28321934,24170807	Saccharomyces cerevisiae	Yeastract
Q03465	P14904	851542	853758	RPN4	APE1	array technology/partial DNA sequence identification by hybridization,experimental interaction detection	21931558,18627600,24170807	Saccharomyces cerevisiae	Yeastract
Q03465	P38903	851542	854179	RPN4	RTS1	array technology/partial DNA sequence identification by hybridization,experimental interaction detection	21931558,18627600,24170807	Saccharomyces cerevisiae	Yeastract
P20134	P22202	854307	856840	SFL1	SSA4	full identification by RNA sequencing,tag visualisation by enzyme assay	24170807,11923285,28673928	Saccharomyces cerevisiae	Yeastract
P21538	P15108	852338	855224	REB1	HSC82	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,chromatin immunoprecipitation assay,footprinting	12399584,8943356,15343339,20385592,27924024,24170807,19124666	Saccharomyces cerevisiae	GTRD,Yeastract
P33200	P33200	852278	852278	PDR3	PDR3	array technology,array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,northern blot,tag visualisation by enzyme assay	18307995,7623800,17881724,15343339,10980204,18627600,11191208,17993571,11602584,24170807,11943188	Saccharomyces cerevisiae	Yeastract
P33400	P06700	856358	851520	RIM101	SIR2	western blot	24170807,25384977	Saccharomyces cerevisiae	Yeastract
P39113	P32419	855323	851481	CAT8	MDH3	quantitative reverse transcription pcr	26440109,24170807	Saccharomyces cerevisiae	Yeastract
Q12132	P08679	855871	850361	USV1	CIT2	northern blot	18667581,24170807	Saccharomyces cerevisiae	Yeastract
Q03465	P32583	851542	853967	RPN4	SRP40	array technology/partial DNA sequence identification by hybridization,experimental interaction detection	21931558,18627600,24170807	Saccharomyces cerevisiae	Yeastract
Q08957	P22217	855899	850732	AFT2	TRX1	tag visualisation by enzyme assay	27618952,24170807	Saccharomyces cerevisiae	Yeastract
P12383	P22943	852871	850532	PDR1	HSP12	array technology/partial DNA sequence identification by hybridization,electrophoretic mobility-based method	18627600,16896209,15145054,11683503,17993571,24170807	Saccharomyces cerevisiae	Yeastract
P39520	P0CX55	850920	852061,854982	IFH1	RPS18A	chromatin immunoprecipitation array,chromatin immunoprecipitation assay,quantitative reverse transcription pcr	20231876,27924024,24170807,26385964,27321754,24035395	Saccharomyces cerevisiae	GTRD,Yeastract
Q03465	P13663	851542	851736	RPN4	HOM2	array technology/partial DNA sequence identification by hybridization,experimental interaction detection	21931558,15575969,18627600,24170807	Saccharomyces cerevisiae	Yeastract
Q03465	P39682	851542	854960	RPN4	PRP39	array technology/partial DNA sequence identification by hybridization,experimental interaction detection	21931558,15575969,18627600,24170807	Saccharomyces cerevisiae	Yeastract
P14164	P14126	853748	854229	ABF1	RPL3	chromatin immunoprecipitation assay,footprinting,tag visualisation by enzyme assay	3054514,25748434,27016735,24170807,9677425	Saccharomyces cerevisiae	Yeastract
P0CE41	P19211	850958	853506	HAP1	ANB1	chromatin immunoprecipitation array,chromatin immunoprecipitation assay,northern blot	24170807,15343339,7768429,30073202	Saccharomyces cerevisiae	Yeastract
Q03125	P38993	851613	855080	NRG1	FET3	enzymatic study,tag visualisation by enzyme assay	18625204,17553578,24170807	Saccharomyces cerevisiae	Yeastract
P21957	P26798	856366	851701	OPI1	INO2	array technology/partial DNA sequence identification by hybridization,northern blot,quantitative reverse transcription pcr	24456840,18842580,20385592,24170807,11251853	Saccharomyces cerevisiae	Yeastract
P33748	P37302	855053	852589	MSN2	APE3	array technology/partial DNA sequence identification by hybridization,tag visualisation by enzyme assay	24170807,10590462,16880382	Saccharomyces cerevisiae	Yeastract
P38830	Q04658	856524	854936	NDT80	SMA2	chromatin immunoprecipitation assay,western blot	27362276,28327289,27924024,24170807	Saccharomyces cerevisiae	GTRD,Yeastract
P07261	P32467	856030	856492	GCR1	HXT4	array technology/partial DNA sequence identification by hybridization,tag visualisation by enzyme assay	10455229,20385592,15645478,24170807	Saccharomyces cerevisiae	Yeastract
P33749	P38715	853803	856504	MSN4	GRE3	array technology/partial DNA sequence identification by hybridization,chromatin immunoprecipitation array,northern blot	16926161,15343339,24170807,15773992,15870279,10407268,18931682	Saccharomyces cerevisiae	Yeastract
P27705	P04397	852848	852307	MIG1	GAL10	northern blot	11281938,24170807	Saccharomyces cerevisiae	Yeastract
