Uniprot ID TF,Uniprot ID target,NCBI Gene ID TF,NCBI Gene ID target,Protein name TF,Protein name target,Detection method,Publication (pubmed),Organism,Source database
P04150,P17735,2908,6898,NR3C1,TAT,inferred by curator,12815172,Homo sapiens,TRRUST
P04150,P04637,2908,7157,NR3C1,TP53,chromatin immunoprecipitation assay;inferred by curator,17016446,Homo sapiens,GTRD;TRRUST;ReMap
P04150,P22309,2908,54658,NR3C1,UGT1A1,chromatin immunoprecipitation assay;inferred by curator,15557560;18172616,Homo sapiens,GTRD;TRRUST
P08235,Q9Y6J0,4306,23523,NR3C2,CABIN1,inferred by curator,22345406,Homo sapiens,TRRUST
P08235,P51681,4306,1234,NR3C2,CCR5,inferred by curator,11751947,Homo sapiens,TRRUST
P08235,P51684,4306,1235,NR3C2,CCR6,inferred by curator,11751947,Homo sapiens,TRRUST
P08235,P25942,4306,958,NR3C2,CD40,inferred by curator,16179010,Homo sapiens,TRRUST
P08235,P00533,4306,1956,NR3C2,EGFR,inferred by curator,17692454,Homo sapiens,TRRUST
P08235,P80188,4306,3934,NR3C2,LCN2,inferred by curator,22469622,Homo sapiens,TRRUST
P22736,Q9NXR7,3164,9577,NR4A1,BABAM2,inferred by curator,22159226,Homo sapiens,TRRUST
P22736,P20248,3164,890,NR4A1,CCNA2,chromatin immunoprecipitation assay;inferred by curator,12842839,Homo sapiens,TRRUST;ReMap
P22736,P46527,3164,1027,NR4A1,CDKN1B,inferred by curator,12842839,Homo sapiens,TRRUST
P22736,P05108,3164,1583,NR4A1,CYP11A1,inferred by curator,20083153,Homo sapiens,TRRUST
P22736,P05093,3164,1586,NR4A1,CYP17A1,chromatin immunoprecipitation assay;inferred by curator,20083153,Homo sapiens,GTRD;TRRUST
P22736,Q01094,3164,1869,NR4A1,E2F1,chromatin immunoprecipitation assay;inferred by curator,12947120,Homo sapiens,GTRD;TRRUST;ReMap
P22736,P48023,3164,356,NR4A1,FASLG,inferred by curator,14563113,Homo sapiens,TRRUST
P22736,P26439,3164,3284,NR4A1,HSD3B2,inferred by curator,23874725;15208301;20083153;15666793,Homo sapiens,TRRUST
P22736,Q00987,3164,4193,NR4A1,MDM2,chromatin immunoprecipitation assay;inferred by curator,17139261,Homo sapiens,TRRUST;ReMap
P22736,P08253,3164,4313,NR4A1,MMP2,inferred by curator,22551568,Homo sapiens,TRRUST
P22736,Q9UBF6,3164,9616,NR4A1,RNF7,chromatin immunoprecipitation assay;inferred by curator,22159226,Homo sapiens,GTRD;TRRUST;ReMap
P22736,P05121,3164,5054,NR4A1,SERPINE1,chromatin immunoprecipitation assay;inferred by curator,12506026,Homo sapiens,GTRD;TRRUST
P22736,P49675,3164,6770,NR4A1,STAR,inferred by curator,20083153,Homo sapiens,TRRUST
P22736,P16035,3164,7077,NR4A1,TIMP2,inferred by curator,22551568,Homo sapiens,TRRUST
P22736,P01375,3164,7124,NR4A1,TNF,inferred by curator,19213954,Homo sapiens,TRRUST
P43354,O95445,4929,55937,NR4A2,APOM,inferred by curator,17977826,Homo sapiens,TRRUST
P43354,P06850,4929,1392,NR4A2,CRH,inferred by curator,11315917,Homo sapiens,TRRUST
P43354,P10145,4929,3576,NR4A2,CXCL8,inferred by curator,19732956,Homo sapiens,TRRUST
P43354,P03956,4929,4312,NR4A2,MMP1,inferred by curator,17283078,Homo sapiens,TRRUST
P43354,Q01959,4929,6531,NR4A2,SLC6A3,inferred by curator,19494806,Homo sapiens,TRRUST
Q92570,P37231,8013,5468,NR4A3,PPARG,inferred by curator,18855877,Homo sapiens,TRRUST
Q13285,P03971,2516,268,NR5A1,AMH,inferred by curator,10446911;11097782;9774680;21220346,Homo sapiens,TRRUST
Q13285,Q99967,2516,10370,NR5A1,CITED2,inferred by curator,18984668,Homo sapiens,TRRUST
Q13285,P05108,2516,1583,NR5A1,CYP11A1,inferred by curator,23530236;19477906;11057754,Homo sapiens,TRRUST
Q13285,P15538,2516,1584,NR5A1,CYP11B1,inferred by curator,11014212,Homo sapiens,TRRUST
Q13285,P19099,2516,1585,NR5A1,CYP11B2,inferred by curator,21169726,Homo sapiens,TRRUST
Q13285,P05093,2516,1586,NR5A1,CYP17A1,inferred by curator,21467194;17786540;23530236;17664281,Homo sapiens,TRRUST
Q13285,P20813,2516,1555,NR5A1,CYP2B6,inferred by curator,7789992,Homo sapiens,TRRUST
Q13285,P23945,2516,2492,NR5A1,FSHR,inferred by curator,11328853,Homo sapiens,TRRUST
Q13285,P14060,2516,3283,NR5A1,HSD3B1,inferred by curator,23530236,Homo sapiens,TRRUST
Q13285,P26439,2516,3284,NR5A1,HSD3B2,inferred by curator,23874725;19022561,Homo sapiens,TRRUST
Q13285,P51460,2516,3640,NR5A1,INSL3,inferred by curator,23530236,Homo sapiens,TRRUST
Q13285,P01229,2516,3972,NR5A1,LHB,inferred by curator,10319325;19106114,Homo sapiens,TRRUST
Q13285,P48745,2516,4856,NR5A1,CCN3,inferred by curator,17566092,Homo sapiens,TRRUST
Q13285,P51843,2516,190,NR5A1,NR0B1,inferred by curator,11990799;9232190;7677767;11923472,Homo sapiens,TRRUST
Q13285,P40424,2516,5087,NR5A1,PBX1,inferred by curator,18984668,Homo sapiens,TRRUST
Q13285,Q12796,2516,10957,NR5A1,PNRC1,inferred by curator,10894149,Homo sapiens,TRRUST
Q13285,Q01860,2516,5460,NR5A1,POU5F1,inferred by curator,17226773,Homo sapiens,TRRUST
Q13285,Q05066,2516,6736,NR5A1,SRY,inferred by curator,11207191,Homo sapiens,TRRUST
Q13285,P49675,2516,6770,NR5A1,STAR,inferred by curator,19001523;15129808;23530236;22427816;11111087;10919277;16439455;19022561,Homo sapiens,TRRUST
Q13285,Q9NQZ5,2516,56910,NR5A1,STARD7,inferred by curator,21622533,Homo sapiens,TRRUST
O00482,O95342,2494,8647,NR5A2,ABCB11,inferred by curator,18270374,Homo sapiens,TRRUST
O00482,Q9H222,2494,64240,NR5A2,ABCG5,inferred by curator,15121760,Homo sapiens,TRRUST
O00482,Q9H221,2494,64241,NR5A2,ABCG8,inferred by curator,15121760,Homo sapiens,TRRUST
O00482,P24864,2494,898,NR5A2,CCNE1,chromatin immunoprecipitation assay;inferred by curator,19041685,Homo sapiens,GTRD;TRRUST
O00482,P11597,2494,1071,NR5A2,CETP,inferred by curator,11331284,Homo sapiens,TRRUST
O00482,P05108,2494,1583,NR5A2,CYP11A1,inferred by curator,19067654,Homo sapiens,TRRUST
O00482,P11511,2494,1588,NR5A2,CYP19A1,inferred by curator,11927588,Homo sapiens,TRRUST
O00482,P26439,2494,3284,NR5A2,HSD3B2,inferred by curator,23874725;19022561,Homo sapiens,TRRUST
O00482,O00482,2494,2494,NR5A2,NR5A2,inferred by curator,18191017,Homo sapiens,TRRUST
O00482,Q12908,2494,6555,NR5A2,SLC10A2,inferred by curator,12456679,Homo sapiens,TRRUST
O00482,P49675,2494,6770,NR5A2,STAR,inferred by curator,19022561,Homo sapiens,TRRUST
Q16656,P04632,4899,826,NRF1,CAPNS1,chromatin immunoprecipitation assay;inferred by curator,18234454,Homo sapiens,GTRD;TRRUST;ReMap
Q16656,P12074,4899,1337,NRF1,COX6A1,chromatin immunoprecipitation assay;inferred by curator,10773445,Homo sapiens,GTRD;TRRUST;ReMap
Q16656,P61073,4899,7852,NRF1,CXCR4,chromatin immunoprecipitation assay;inferred by curator,20068066;10381170,Homo sapiens,GTRD;TRRUST;ReMap
Q16656,P51116,4899,9513,NRF1,FXR2,chromatin immunoprecipitation assay;inferred by curator,16886907,Homo sapiens,GTRD;TRRUST;ReMap
Q16656,Q14435,4899,2591,NRF1,GALNT3,inferred by curator,10626815,Homo sapiens,TRRUST
Q16656,P14735,4899,3416,NRF1,IDE,chromatin immunoprecipitation assay;inferred by curator,22870279,Homo sapiens,GTRD;TRRUST;ReMap
Q16656,P15559,4899,1728,NRF1,NQO1,chromatin immunoprecipitation assay;inferred by curator,11035254,Homo sapiens,TRRUST;ReMap
Q16656,P30048,4899,10935,NRF1,PRDX3,chromatin immunoprecipitation assay;inferred by curator,21051700,Homo sapiens,TRRUST;ReMap
Q16656,P30044,4899,25824,NRF1,PRDX5,chromatin immunoprecipitation assay;inferred by curator,21051700,Homo sapiens,GTRD;TRRUST;ReMap
Q16656,P21912,4899,6390,NRF1,SDHB,chromatin immunoprecipitation assay;inferred by curator,9492280,Homo sapiens,GTRD;TRRUST;ReMap
Q16656,Q96NT5,4899,113235,NRF1,SLC46A1,inferred by curator,20724482,Homo sapiens,TRRUST
Q16656,P63162,4899,6638;8926,NRF1,SNRPN,chromatin immunoprecipitation assay;inferred by curator,16116039,Homo sapiens,GTRD;TRRUST;ReMap
Q16656,Q9UBP0,4899,6683,NRF1,SPAST,chromatin immunoprecipitation assay;inferred by curator,22574173,Homo sapiens,GTRD;TRRUST;ReMap
Q16656,Q15785,4899,10953,NRF1,TOMM34,chromatin immunoprecipitation assay;inferred by curator,18364745,Homo sapiens,TRRUST;ReMap
P48552,P30825,8204,6541,NRIP1,SLC7A1,chromatin immunoprecipitation assay;inferred by curator,17056252,Homo sapiens,TRRUST;ReMap
P54845,Q9Y5X4,4901,10002,NRL,NR2E3,inferred by curator,18294621,Homo sapiens,TRRUST
P54845,P35913,4901,5158,NRL,PDE6B,inferred by curator,12566383,Homo sapiens,TRRUST
P54845,P10745,4901,5949,NRL,RBP3,inferred by curator,15277472,Homo sapiens,TRRUST
P54845,P08100,4901,6010,NRL,RHO,inferred by curator,15277472;11477108;12566383,Homo sapiens,TRRUST
O60356,Q07817,26471,598,NUPR1,BCL2L1,inferred by curator,18690848,Homo sapiens,TRRUST
O60356,P38936,26471,1026,NUPR1,CDKN1A,inferred by curator,18690848;22858377,Homo sapiens,TRRUST
O60356,Q09472,26471,2033,NUPR1,EP300,inferred by curator,22858377,Homo sapiens,TRRUST
O60356,Q68DK7,26471,339287,NUPR1,MSL1,inferred by curator,19650074,Homo sapiens,TRRUST
O60356,P04637,26471,7157,NUPR1,TP53,inferred by curator,22858377,Homo sapiens,TRRUST
Q13516,O75473,10215,8549,OLIG2,LGR5,inferred by curator,23793848,Homo sapiens,TRRUST
Q9UBC0,O75030,3175,4286,ONECUT1,MITF,inferred by curator,11478782,Homo sapiens,TRRUST
Q9UBC0,P04070,3175,5624,ONECUT1,PROC,chromatin immunoprecipitation assay;inferred by curator,9553065,Homo sapiens,TRRUST;ReMap
O95948,O75030,9480,4286,ONECUT2,MITF,inferred by curator,11478782,Homo sapiens,TRRUST
P32242,O76090,5013,7439,OTX1,BEST1,inferred by curator,18849347,Homo sapiens,TRRUST
P32243,O14965,5015,6790,OTX2,AURKA,chromatin immunoprecipitation assay;inferred by curator,21047732,Homo sapiens,GTRD;TRRUST
P32243,O76090,5015,7439,OTX2,BEST1,chromatin immunoprecipitation assay;inferred by curator,20530484;18849347,Homo sapiens,GTRD;TRRUST
P32243,Q16589,5015,901,OTX2,CCNG2,chromatin immunoprecipitation assay;inferred by curator,21047732,Homo sapiens,GTRD;TRRUST
P32243,P30307,5015,995,OTX2,CDC25C,inferred by curator,21047732,Homo sapiens,TRRUST
P32243,P40126,5015,1638,OTX2,DCT,chromatin immunoprecipitation assay;inferred by curator,12559959,Homo sapiens,GTRD;TRRUST
P32243,Q9UBX0,5015,8820,OTX2,HESX1,chromatin immunoprecipitation assay;inferred by curator,18628516,Homo sapiens,GTRD;TRRUST
P32243,P05019,5015,3479,OTX2,IGF1,chromatin immunoprecipitation assay;inferred by curator,21047732,Homo sapiens,GTRD;TRRUST
P32243,P05231,5015,3569,OTX2,IL6,inferred by curator,21047732,Homo sapiens,TRRUST
P32243,P26367,5015,5080,OTX2,PAX6,inferred by curator,22085933,Homo sapiens,TRRUST
P32243,P28069,5015,5449,OTX2,POU1F1,inferred by curator,18628516,Homo sapiens,TRRUST
P32243,P14679,5015,7299,OTX2,TYR,chromatin immunoprecipitation assay;inferred by curator,22259223,Homo sapiens,GTRD;TRRUST;ReMap
Q9UQ80,O95994,5036,10551,PA2G4,AGR2,inferred by curator,20048076,Homo sapiens,TRRUST
Q9UQ80,P10275,5036,367,PA2G4,AR,inferred by curator,20159994,Homo sapiens,TRRUST
Q9UQ80,Q01094,5036,1869,PA2G4,E2F1,inferred by curator,16254079;17786317,Homo sapiens,TRRUST
Q9UQ80,P07288,5036,354,PA2G4,KLK3,inferred by curator,16254079,Homo sapiens,TRRUST
P09874,P10415,142,596,PARP1,BCL2,inferred by curator,20564216,Homo sapiens,TRRUST
P09874,P12830,142,999,PARP1,CDH1,inferred by curator,18773488;21577210,Homo sapiens,TRRUST
P09874,P38936,142,1026,PARP1,CDKN1A,inferred by curator,20711239,Homo sapiens,TRRUST
P09874,P09341,142,2919,PARP1,CXCL1,inferred by curator,11112786,Homo sapiens,TRRUST
P09874,Q8WXU2,142,161582,PARP1,DNAAF4,inferred by curator,18445785,Homo sapiens,TRRUST
P09874,Q01094,142,1869,PARP1,E2F1,inferred by curator,14627987,Homo sapiens,TRRUST
P09874,P35555,142,2200,PARP1,FBN1,inferred by curator,23860323,Homo sapiens,TRRUST
P09874,P02751,142,2335,PARP1,FN1,inferred by curator,22223884,Homo sapiens,TRRUST
P09874,Q12778,142,2308,PARP1,FOXO1,inferred by curator,19281796,Homo sapiens,TRRUST
P09874,Q30201,142,3077,PARP1,HFE,inferred by curator,24184271,Homo sapiens,TRRUST
P09874,P08908,142,3350,PARP1,HTR1A,inferred by curator,21990073,Homo sapiens,TRRUST
P09874,P17181,142,3454,PARP1,IFNAR1,inferred by curator,19501422,Homo sapiens,TRRUST
P09874,P01579,142,3458,PARP1,IFNG,inferred by curator,17177976,Homo sapiens,TRRUST
P09874,P22301,142,3586,PARP1,IL10,inferred by curator,20181890,Homo sapiens,TRRUST
P09874,P05412,142,3725,PARP1,JUN,inferred by curator,16026317,Homo sapiens,TRRUST
P09874,P19838,142,4790,PARP1,NFKB1,inferred by curator,16026317,Homo sapiens,TRRUST
P09874,Q04206,142,5970,PARP1,RELA,inferred by curator,16026317,Homo sapiens,TRRUST
P09874,P05121,142,5054,PARP1,SERPINE1,inferred by curator,22159350,Homo sapiens,TRRUST
P09874,P36955,142,5176,PARP1,SERPINF1,inferred by curator,18312852,Homo sapiens,TRRUST
P09874,P78314,142,6452,PARP1,SH3BP2,inferred by curator,22820184,Homo sapiens,TRRUST
P09874,Q12824,142,6598,PARP1,SMARCB1,inferred by curator,17616514,Homo sapiens,TRRUST
P09874,O95863,142,6615,PARP1,SNAI1,inferred by curator,21577210,Homo sapiens,TRRUST
P09874,P07204,142,7056,PARP1,THBD,inferred by curator,21489980,Homo sapiens,TRRUST
P09874,P08670,142,7431,PARP1,VIM,inferred by curator,17720873,Homo sapiens,TRRUST
Q96IZ0,P10415,5074,596,PAWR,BCL2,inferred by curator,11912153;9989812,Homo sapiens,TRRUST
Q96IZ0,P48745,5074,4856,PAWR,CCN3,inferred by curator,11502835,Homo sapiens,TRRUST
P15863,P16234,5075,5156,PAX1,PDGFRA,inferred by curator,9826722,Homo sapiens,TRED;TRRUST
Q02962,O14672,5076,102,PAX2,ADAM10,inferred by curator,21876729;21880579,Homo sapiens,TRRUST
Q02962,P04626,5076,2064,PAX2,ERBB2,inferred by curator,10991938,Homo sapiens,TRRUST
Q02962,P32004,5076,3897,PAX2,L1CAM,inferred by curator,21880579,Homo sapiens,TRRUST
Q02962,P13591,5076,4684,PAX2,NCAM1,inferred by curator,16406048;19485921,Homo sapiens,TRRUST
Q02962,P04637,5076,7157,PAX2,TP53,chromatin immunoprecipitation assay;inferred by curator,8521821,Homo sapiens,GTRD;TRED;TRRUST
Q02962,P19544,5076,7490,PAX2,WT1,inferred by curator,9178767,Homo sapiens,TRED;TRRUST
P23760,Q07817,5077,598,PAX3,BCL2L1,inferred by curator,10871843,Homo sapiens,TRED;TRRUST
P23760,P61073,5077,7852,PAX3,CXCR4,inferred by curator,20068066,Homo sapiens,TRRUST
P23760,Q16555,5077,1808,PAX3,DPYSL2,inferred by curator,17229153,Homo sapiens,TRRUST
P23760,P08581,5077,4233,PAX3,MET,inferred by curator,8633043,Homo sapiens,TRED;TRRUST
P23760,O75030,5077,4286,PAX3,MITF,inferred by curator,21965087;19074888;20925909;9500554;19026785,Homo sapiens,TRRUST
P23760,Q15465,5077,6469,PAX3,SHH,inferred by curator,20569257,Homo sapiens,TRRUST
O43316,P01275,5078,2641,PAX4,GCG,inferred by curator,17426099,Homo sapiens,TRRUST
O43316,P01308,5078,3630,PAX4,INS,inferred by curator,17426099;10601637,Homo sapiens,TRED;TRRUST
O43316,P61371,5078,3670,PAX4,ISL1,inferred by curator,15161765,Homo sapiens,TRRUST
Q02548,Q07812,5079,581,PAX5,BAX,chromatin immunoprecipitation assay;inferred by curator,22105368,Homo sapiens,GTRD;TRRUST;ReMap
Q02548,P10415,5079,596,PAX5,BCL2,chromatin immunoprecipitation assay;inferred by curator,22105368,Homo sapiens,GTRD;TRRUST;ReMap
Q02548,P51451,5079,640,PAX5,BLK,inferred by curator,18697940,Homo sapiens,TRRUST
Q02548,P24385,5079,595,PAX5,CCND1,chromatin immunoprecipitation assay;inferred by curator,22105368,Homo sapiens,GTRD;TRRUST;ReMap
Q02548,P15391,5079,930,PAX5,CD19,chromatin immunoprecipitation assay;inferred by curator,10666449;20208555;12907641;15163413,Homo sapiens,GTRD;TRRUST;ReMap
Q02548,P11912,5079,973,PAX5,CD79A,chromatin immunoprecipitation assay;inferred by curator,9545244,Homo sapiens,GTRD;TRRUST;ReMap
Q02548,P38936,5079,1026,PAX5,CDKN1A,chromatin immunoprecipitation assay;inferred by curator,22105368,Homo sapiens,GTRD;TRRUST;ReMap
Q02548,P06734,5079,2208,PAX5,FCER2,chromatin immunoprecipitation assay;inferred by curator,12731041,Homo sapiens,GTRD;TRRUST;ReMap
Q02548,Q14192,5079,2274,PAX5,FHL2,chromatin immunoprecipitation assay;inferred by curator,21540083,Homo sapiens,GTRD;TRRUST
Q02548,Q9UJU2,5079,51176,PAX5,LEF1,inferred by curator,9545244,Homo sapiens,TRRUST
Q02548,P08581,5079,4233,PAX5,MET,chromatin immunoprecipitation assay;inferred by curator,24628993;19139719,Homo sapiens,GTRD;TRRUST;ReMap
Q02548,P03956,5079,4312,PAX5,MMP1,inferred by curator,22105368,Homo sapiens,TRRUST
Q02548,P04198,5079,4613,PAX5,MYCN,inferred by curator,9545244,Homo sapiens,TRRUST
Q02548,Q02156,5079,5581,PAX5,PRKCE,chromatin immunoprecipitation assay;inferred by curator,9190940,Homo sapiens,GTRD;TRRUST;ReMap
Q02548,P55895,5079,5897,PAX5,RAG2,inferred by curator,11094072;12044781,Homo sapiens,TRRUST
Q02548,P06400,5079,5925,PAX5,RB1,chromatin immunoprecipitation assay;inferred by curator,10197586,Homo sapiens,TRRUST;ReMap
Q02548,O14746,5079,7015,PAX5,TERT,chromatin immunoprecipitation assay;inferred by curator,19806612,Homo sapiens,TRRUST;ReMap
Q02548,P01033,5079,7076,PAX5,TIMP1,chromatin immunoprecipitation assay;inferred by curator,22105368,Homo sapiens,GTRD;TRRUST;ReMap
Q02548,P04637,5079,7157,PAX5,TP53,chromatin immunoprecipitation assay;inferred by curator,22105368;8521821,Homo sapiens,GTRD;TRRUST;ReMap
P26367,O15540,5080,2173,PAX6,FABP7,inferred by curator,22583899,Homo sapiens,TRRUST
P26367,P01275,5080,2641,PAX6,GCG,inferred by curator,21824252,Homo sapiens,TRRUST
P26367,P08648,5080,3678,PAX6,ITGA5,inferred by curator,10954416,Homo sapiens,TRED;TRRUST
P26367,P05556,5080,3688,PAX6,ITGB1,inferred by curator,10954416,Homo sapiens,TRED;TRRUST
P26367,Q99456,5080,3859,PAX6,KRT12,inferred by curator,9856765,Homo sapiens,TRED;TRRUST
P26367,P08581,5080,4233,PAX6,MET,inferred by curator,19651775,Homo sapiens,TRRUST
P26367,P08253,5080,4313,PAX6,MMP2,inferred by curator,17047041,Homo sapiens,TRRUST
P26367,P29120,5080,5122,PAX6,PCSK1,inferred by curator,19034419,Homo sapiens,TRRUST
P26367,O00330,5080,8050,PAX6,PDHX,inferred by curator,12783165,Homo sapiens,TRED;TRRUST
P26367,Q92786,5080,5629,PAX6,PROX1,inferred by curator,11554737,Homo sapiens,TRRUST
P26367,O95343,5080,6496,PAX6,SIX3,inferred by curator,11554737,Homo sapiens,TRRUST
Q06710,Q01094,7849,1869,PAX8,E2F1,inferred by curator,21602887,Homo sapiens,TRRUST
Q06710,P13591,7849,4684,PAX8,NCAM1,inferred by curator,8071351,Homo sapiens,TRED;TRRUST
Q06710,Q07837,7849,6519,PAX8,SLC3A1,inferred by curator,15673291,Homo sapiens,TRRUST
Q06710,Q92911,7849,6528,PAX8,SLC5A5,inferred by curator,14630715;17614769,Homo sapiens,TRED;TRRUST
Q06710,P01266,7849,7038,PAX8,TG,inferred by curator,17614769,Homo sapiens,TRED;TRRUST
Q06710,P04637,7849,7157,PAX8,TP53,inferred by curator,8521821,Homo sapiens,TRED;TRRUST
Q06710,P16473,7849,7253,PAX8,TSHR,inferred by curator,17614769,Homo sapiens,TRRUST
Q06710,P19544,7849,7490,PAX8,WT1,inferred by curator,15961562;8861958,Homo sapiens,TRED;TRRUST
P40424,P14653,5087,3211,PBX1,HOXB1,inferred by curator,17131398,Homo sapiens,TRRUST
P40424,Q9H9S0,5087,79923,PBX1,NANOG,inferred by curator,19522013,Homo sapiens,TRRUST
P40424,P02776,5087,5196,PBX1,PF4,inferred by curator,12609849,Homo sapiens,TRRUST
P40424,P41225,5087,6658,PBX1,SOX3,inferred by curator,19799567,Homo sapiens,TRRUST
P40424,P55072,5087,7415,PBX1,VCP,inferred by curator,17200190,Homo sapiens,TRRUST
P40425,Q04743,5089,2018,PBX2,EMX2,inferred by curator,15494461,Homo sapiens,TRRUST
P40425,P31513,5089,2328,PBX2,FMO3,inferred by curator,17786630,Homo sapiens,TRRUST
P40425,O00470,5089,4211,PBX2,MEIS1,chromatin immunoprecipitation assay;inferred by curator,24617557,Homo sapiens,GTRD;TRRUST
P40425,P02776,5089,5196,PBX2,PF4,inferred by curator,12609849,Homo sapiens,TRRUST
P40425,P55072,5089,7415,PBX2,VCP,inferred by curator,19356220,Homo sapiens,TRRUST
P61457,P54710,5092,486,PCBD1,FXYD2,inferred by curator,24204001,Homo sapiens,TRRUST
P35227,P31268,7703,3204,PCGF2,HOXA7,inferred by curator,22085718,Homo sapiens,TRRUST
P35227,P37275,7703,6935,PCGF2,ZEB1,inferred by curator,23474752,Homo sapiens,TRRUST
P35227,O60315,7703,9839,PCGF2,ZEB2,inferred by curator,23474752,Homo sapiens,TRRUST
Q14690,P48023,22984,356,PDCD11,FASLG,inferred by curator,14563113,Homo sapiens,TRRUST
P52945,P01308,3651,3630,PDX1,INS,chromatin immunoprecipitation assay;inferred by curator,7568086;10567373;10585868;10426567;20886630,Homo sapiens,TRRUST;ReMap
O15534,Q07812,5187,581,PER1,BAX,inferred by curator,19675098,Homo sapiens,TRRUST
O15534,P10415,5187,596,PER1,BCL2,inferred by curator,19675098,Homo sapiens,TRRUST
O15534,P13866,5187,6523,PER1,SLC5A1,inferred by curator,22526585,Homo sapiens,TRRUST
O15055,O43623,8864,6591,PER2,SNAI2,inferred by curator,23836662,Homo sapiens,TRRUST
O15055,Q15672,8864,7291,PER2,TWIST1,inferred by curator,23836662,Homo sapiens,TRRUST
P06401,Q9UNQ0,5241,9429,PGR,ABCG2,inferred by curator,22348324,Homo sapiens,TRRUST
P06401,P05026,5241,481,PGR,ATP1B1,chromatin immunoprecipitation assay;inferred by curator,22330642,Homo sapiens,TRRUST;ReMap
P06401,P24385,5241,595,PGR,CCND1,chromatin immunoprecipitation assay;inferred by curator,22892083;22542550,Homo sapiens,GTRD;TRRUST
P06401,P11511,5241,1588,PGR,CYP19A1,chromatin immunoprecipitation assay;inferred by curator,18483177,Homo sapiens,GTRD;TRRUST
P06401,P28562,5241,1843,PGR,DUSP1,chromatin immunoprecipitation assay;inferred by curator,22020934,Homo sapiens,GTRD;TRRUST
P06401,Q01094,5241,1869,PGR,E2F1,chromatin immunoprecipitation assay;inferred by curator,20123965,Homo sapiens,GTRD;TRRUST
P06401,P00533,5241,1956,PGR,EGFR,chromatin immunoprecipitation assay;inferred by curator,22542550,Homo sapiens,GTRD;TRRUST
P06401,P04626,5241,2064,PGR,ERBB2,chromatin immunoprecipitation assay;inferred by curator,18483177,Homo sapiens,GTRD;TRRUST
P06401,Q9BZS1,5241,50943,PGR,FOXP3,inferred by curator,18685848,Homo sapiens,TRRUST
P06401,Q14527,5241,6596,PGR,HLTF,chromatin immunoprecipitation assay;inferred by curator,12890680,Homo sapiens,GTRD;TRED;TRRUST
P06401,P08833,5241,3484,PGR,IGFBP1,chromatin immunoprecipitation assay;inferred by curator,11117526;15987820,Homo sapiens,GTRD;TRED;TRRUST
P06401,P22301,5241,3586,PGR,IL10,chromatin immunoprecipitation assay;inferred by curator,18685848,Homo sapiens,TRRUST;ReMap
P06401,Q9Y4H2,5241,8660,PGR,IRS2,chromatin immunoprecipitation assay;inferred by curator,14534541,Homo sapiens,GTRD;TRRUST
P06401,P07288,5241,354,PGR,KLK3,chromatin immunoprecipitation assay;inferred by curator,9052414,Homo sapiens,GTRD;TRED;TRRUST
P06401,Q9Y5K2,5241,9622,PGR,KLK4,chromatin immunoprecipitation assay;inferred by curator,19147544,Homo sapiens,GTRD;TRRUST
P06401,P01106,5241,4609,PGR,MYC,chromatin immunoprecipitation assay;inferred by curator,22892083,Homo sapiens,GTRD;TRED;TRRUST
P06401,Q13393,5241,5337,PGR,PLD1,chromatin immunoprecipitation assay;inferred by curator,21284604,Homo sapiens,GTRD;TRRUST
P06401,P35354,5241,5743,PGR,PTGS2,chromatin immunoprecipitation assay;inferred by curator,18483177,Homo sapiens,GTRD;TRRUST
P06401,Q04206,5241,5970,PGR,RELA,chromatin immunoprecipitation assay;inferred by curator,8626413,Homo sapiens,GTRD;TRRUST
P06401,P15692,5241,7422,PGR,VEGFA,inferred by curator,22542550,Homo sapiens,TRED;TRRUST
P06401,P27348,5241,10971,PGR,YWHAQ,chromatin immunoprecipitation assay;inferred by curator,22329840,Homo sapiens,GTRD;TRRUST
Q99623,P27540,11331,405,PHB2,ARNT,inferred by curator,21256954,Homo sapiens,TRRUST
Q99623,P78543,11331,7832,PHB2,BTG2,inferred by curator,19117054,Homo sapiens,TRRUST
Q8WUB8,P42574,55274,836,PHF10,CASP3,inferred by curator,20530714,Homo sapiens,TRRUST
Q9UPP1,Q12834,23133,991,PHF8,CDC20,chromatin immunoprecipitation assay;inferred by curator,23979597,Homo sapiens,TRRUST;ReMap
O14813,P09172,401,1621,PHOX2A,DBH,inferred by curator,11034547;16280598,Homo sapiens,TRRUST
O14813,O43763,401,3196,PHOX2A,TLX2,inferred by curator,20044949,Homo sapiens,TRRUST
Q99453,Q9UM73,8929,238,PHOX2B,ALK,inferred by curator,20957039,Homo sapiens,TRRUST
Q99453,P09172,8929,1621,PHOX2B,DBH,chromatin immunoprecipitation assay;inferred by curator,15888479;11034547;16280598,Homo sapiens,GTRD;TRRUST
Q99453,P28360,8929,4487,PHOX2B,MSX1,inferred by curator,18201699,Homo sapiens,TRRUST
Q99453,O14813,8929,401,PHOX2B,PHOX2A,inferred by curator,15888479,Homo sapiens,TRRUST
Q99453,O43763,8929,3196,PHOX2B,TLX2,chromatin immunoprecipitation assay;inferred by curator,20044949;16402914;17505528,Homo sapiens,GTRD;TRRUST
O75925,P05093,8554,1586,PIAS1,CYP17A1,inferred by curator,21467194,Homo sapiens,TRRUST
O75925,P12104,8554,2169,PIAS1,FABP2,inferred by curator,22539995,Homo sapiens,TRRUST
O75925,P15941,8554,4582,PIAS1,MUC1,inferred by curator,17717071,Homo sapiens,TRRUST
