Protein name,Uniprot ID,NCBI Gene ID,Function,Small-scale evidence,Number of interactions
Trappc4,A0A0G2JSL2,-,target gene,No,10
Fam149b1,Q5PQL8,289900,target gene,No,10
Kidins220,D3ZWB2,-,target gene,No,7
Zbtb34,F1LW70,689174,target gene,No,2
-,D3ZN28,-,target gene,No,1
Pmpcb,Q03346,64198,target gene,No,11
Itga3,D3ZQM3,360606,target gene,No,6
Fkbp8,Q3B7U9,290652,target gene,No,5
Fastk,Q5XIG7,-,target gene,No,10
Polg,Q9QYV8,85472,target gene,No,12
Fam216a,Q5U1Y9,288667,target gene,No,11
Rcor2,Q5FWT8,102552640;305811;498485,target gene,No,6
Tbc1d2b,D3ZAF7,315880,target gene,No,4
Coasy,Q5XIA5,287711,target gene,No,10
Armc6,B2RYL4,-,target gene,No,8
Capn1,F1LS29,29153,target gene,No,4
Psmd8,F1LMQ3,292766,target gene,No,10
Atr,D3Z822,685055,target gene,No,7
Rp9,F1LYD8,-,target gene,No,1
Thbs3,A0A0G2JZH3,681309,target gene,No,6
Chchd5,B0BMY5,296147,target gene,No,9
Aacs,Q9JMI1,65984,target gene,No,11
Gon7,D3Z9A4,100233176,target gene,No,8
Adad1,Q3KR54,294979,target gene,No,1
Tmem241,D4A9Q0,680558,target gene,No,5
LOC685767,A0A0G2JVP3,685767,target gene,No,1
Ptpmt1,G3V7B6,29390,target gene,No,2
-,F1LWK7,-,target gene,No,6
Mapk8ip2,G3V9M2,315220,target gene,No,4
Camlg,Q6DGG9,81715,target gene,No,8
Mpzl1,Q6AYT8,360871,target gene,No,8
Tusc3,Q6AY49,290783,target gene,No,8
Gcnt1,Q64165,64043,target gene,No,1
Cacna1g,Q9WUB8,-,target gene,No,2
Rhov,A0A0H2UHK9,171581,target gene,No,4
Tsn,Q71SY3,60381,target gene,No,11
Ankrd2,D3ZM27,-,target gene,No,4
Sall1,D3ZIF4,307740,target gene,No,9
Ercc6l,D4A0G9,317252,target gene,No,5
Exosc1,M0RDC9,679140,target gene,No,11
Numa1,F7FF45,-,target gene,No,2
Brat1,D3ZSM9,498150,target gene,No,7
Slc27a1,Q6GMM8,94172,target gene,No,4
Trabd,D3ZML4,300142,target gene,No,11
Map4k1,D3Z8I4,292763,target gene,No,13
-,M0R6F6,-,target gene,No,2
Tas2r4,Q67ET0,554302,target gene,No,1
Camk2g,P11730,171140,target gene,No,5
-,M0R8M4,-,target gene,No,3
Barx2,D4A7E7,679701,target gene,No,3
Tcta,Q5XIF1,306587,target gene,No,9
Dbn1,Q07266,81653,target gene,No,4
Mafk,Q6IRI7,246760,target gene,No,6
Serpinb6b,F7F6T5,-,target gene,No,3
Rflna,D3ZXN7,689711,target gene,No,1
Kctd11,D3ZIA4,363634,target gene,No,11
Hdac1,Q4QQW4,297893,target gene,No,10
Gpr183,D4A7K7,679975,target gene,No,1
Pabpc1,Q9EPH8,171350,target gene,No,14
Tyw1,B5DF48,304423,target gene,No,8
Unkl,D4A3S7,302987,target gene,No,6
Atp6v0c,P63081,170667,target gene,No,7
Rev1,D3ZRU9,316344,target gene,No,6
Tmem102,F1M0L2,-,target gene,No,1
Saa4,Q7TMC3,-,target gene,No,12
Efr3a,D4ADS9,362923,target gene,No,6
Sidt2,D3ZEH5,315617,target gene,No,10
Nfil3,Q6IMZ0,114519,target gene,No,6
Btbd3,D3ZJC0,311462,target gene,No,4
Tmx1,Q52KJ9,362751,target gene,No,12
Adam19,D3ZPM7,303068,target gene,No,4
Rcan3,F7ENE7,362627,target gene,No,12
Bbs2,Q99MH9,113948,target gene,No,11
Commd7,Q499V0,296285,target gene,No,7
Det1,F7EXD0,308775,target gene,No,10
Fam192a,Q6AY90,307652,target gene,No,8
Hdgf,F1LPC7,-,target gene,No,11
RT1-N3,Q6MG01,24750,target gene,No,3
Rdh14,D3ZUY0,500629,target gene,No,11
Actr2,Q5M7U6,289820,target gene,No,9
Rassf3,D4ACL6,362886,target gene,No,9
Pstpip2,D3ZA66,307248,target gene,No,5
Plekho1,A0A0G2KBB3,-,target gene,No,6
Ccdc87,B2GV49,689151,target gene,No,7
Cd5l,Q4KM75,310693,target gene,No,1
Dlg5,D4A3K3,305645,target gene,No,4
Sncaip,D3ZWQ5,307309,target gene,No,2
Fxyd6,Q91XV6,63847,target gene,No,6
Hs6st1,D4A6E6,316325,target gene,No,9
Itm2c,Q5PQL7,301575,target gene,No,9
Lsm1,D3ZWB1,364624,target gene,No,9
Rps4x,P62703,100362640,target gene,No,9
Sprr1a,G3V755,499660,target gene,No,1
Zfp773-ps1,M0R904,-,target gene,No,6
Casp9,Q9JHK1,58918,target gene,No,12
Uri1,D4A234,308537,target gene,No,8
-,D3ZV10,-,target gene,No,4
Slc48a1,B0BNL4,300191,target gene,No,7
Kdm3b,M0RDF1,-,target gene,No,5
Zfp292,D3ZXZ1,50552,target gene,No,11
Slc30a1,Q62720,58976,target gene,No,8
Gdf3,A2SY89,500311,target gene,No,1
Eipr1,F1LNX7,-,target gene,No,7
Zfp787,D3ZDN6,365176,target gene,No,11
Rasal2,A0A0G2JTA7,304893,target gene,No,10
Cbll1,D3ZS02,314028,target gene,No,6
LOC100363289,Q6TXH7,100363289,target gene,No,2
Ogdh,Q5XI78,103693780;360975,target gene,No,8
Apmap,Q7TP48,366227,target gene,No,12
Rps21,A0A0G2JXC3,-,target gene,No,12
Gsk3a,P18265,50686,target gene,No,8
Sh3bp1,D3ZFJ3,300067,target gene,No,5
Mdm2,A0A0G2JVC1,314856,target gene,No,9
Serinc5,Q63175,170907,target gene,No,8
Dagla,Q5YLM1,309207,target gene,No,6
Ccdc88c,D4A9W1,362770,target gene,No,10
Rps11,P62282,81774,target gene,No,12
RGD1309748,D3ZK25,302913,target gene,No,13
Mrpl35,D3ZE10,297334,target gene,No,9
Eif2b4,A0A096MIS3,-,target gene,No,11
Ciao2a,Q5RJS3,300797,target gene,No,8
Xpc,D4A3D8,312560,target gene,No,14
Acat2,A0A0G2JUB4,-,target gene,No,10
Olfml2b,D4A0J7,304960,target gene,No,7
Sema6a,D3ZAG0,361324,target gene,No,1
Znf830,Q3MHS2,497967,target gene,No,8
Srd5a3,Q5RJM1,305291,target gene,No,4
-,Q5RJT0,301374,target gene,No,10
Ddit3,Q496Y7,29467,target gene,No,9
Nfkbib,Q5U342,81525,target gene,No,8
Ap5b1,D3ZVB0,361709,target gene,No,8
Ppfia3,F1LSE6,-,target gene,No,6
Rrp9,B0BND5,363134,target gene,No,11
LOC102555635,F1M4G2,102555635,target gene,No,11
Cep104,D3Z8X7,246295,target gene,No,12
Gfod1,D3ZR63,306842,target gene,No,7
Hsf2,Q9R120,64441,target gene,No,7
Slc41a2,D4A7D4,362861,target gene,No,1
Fam161b,D4A7T7,-,target gene,No,8
Sarnp,Q498U4,362819,target gene,No,9
Atp6v1a,D4A133,685232,target gene,No,10
Spink10,D3ZRP0,100361300,target gene,No,1
Bloc1s6,Q4V8A6,317630,target gene,No,9
Aaas,D3ZNS8,300259,target gene,No,9
Scrn3,A0A0G2K189,311731,target gene,No,6
Tpgs2,F1LR55,-,target gene,No,7
Cdca3,Q68FW2,297594,target gene,No,10
Cyp2b3,P13107,286953,target gene,No,5
Smyd5,D3ZII8,312503,target gene,No,8
Pex11a,O70597,85249,target gene,No,5
Plekha3,E9PSY1,-,target gene,No,6
Ltn1,F1M9Q3,-,target gene,No,8
Atp6v1b2,P62815,117596,target gene,No,10
Coq4,A0A0H2UHW2,-,target gene,No,10
Pcnt,D3ZMY8,-,target gene,No,8
Irs2,F1MAL5,29376,target gene,No,13
Sf3b5,D4A5T1,680891,target gene,No,9
Dusp2,Q5M863,311406,target gene,No,4
Mtx2,Q5U1Z9,288150,target gene,No,5
Ctsf,Q499S6,361704,target gene,No,7
Mgst1,P08011,171341,target gene,No,7
Mtnd1,P03889,26193,target gene,No,6
Zc3h6,F1LTU5,311415,target gene,No,9
Sirt3,C6ZII9,-,target gene,No,10
Dpysl4,F1LNT0,25417,target gene,No,6
Pdlim5,Q62920,64353,target gene,No,7
Pigs,Q5XI31,303277,target gene,No,7
Pacsin2,Q9QY17,124461,target gene,No,11
Polr3g,D4A1K1,685465,target gene,No,7
Calml4,B0BNB8,691455,target gene,No,3
Prr14l,M0RAJ5,305466,target gene,No,9
Klhl21,D4A2K4,313743,target gene,No,9
Nelfb,D4ACV0,-,target gene,No,10
Apoo,M0R7V3,363474,target gene,No,10
Rpp21,Q6MFZ6,406230,target gene,No,7
Nudt21,Q4KM65,291877,target gene,No,5
-,A0A0G2KA81,-,target gene,No,1
Tmprss3,D3ZY65,309665,target gene,No,1
Mdm1,Q5PQN4,314859,target gene,No,5
Tnfaip8l3,F1LX20,315673,target gene,No,5
-,Q68FU5,361740,target gene,No,8
Miga2,A0A0G2KAE6,296623,target gene,No,7
Zfp157,D3ZFZ1,360775,target gene,No,8
Melk,D4A6T6,362510,target gene,No,6
Bccip,D3ZB65,-,target gene,No,7
-,A0A096MKI5,-,target gene,No,7
Lsm14a,B2GV58,361554,target gene,No,12
Sec24b,D3ZW15,295461,target gene,No,5
Erg28,D3ZBN4,299207,target gene,No,8
Nkapd1,B1WC13,100151767,target gene,No,8
Rgl2,Q6MGC5,294283,target gene,No,12
Dbndd2,Q331S7,499941,target gene,No,3
Med30,A0A0G2JWW8,299905,target gene,No,7
Gripap1,Q9JHZ4,116493,target gene,No,9
Mbd1,Q66HB8,291439,target gene,No,11
Zeb1,F8WG35,-,target gene,No,3
Slc7a14,D3ZSU3,499587,target gene,No,1
Psenen,Q6QI68,292788,target gene,No,11
Adora2b,B1WBR3,-,target gene,No,5
Cntd1,A0A096MKD3,498001,target gene,No,6
Spata5l1,D4A2B7,691729,target gene,No,5
Zic2,A0A0G2JWR6,-,target gene,No,4
Pced1a,Q5FVL5,296158,target gene,No,9
-,A0A0G2JYS3,-,target gene,No,1
-,D4A770,297607,target gene,No,12
LOC100910130,G3V9M8,100910130;293862,target gene,No,5
Rnf6,D3ZRG6,-,target gene,No,12
Agtpbp1,G3V8G1,290986,target gene,No,3
Tiprl,A2VCX1,360869,target gene,No,7
Tbccd1,Q5FVR8,303830,target gene,No,7
Mtbp,D4AB60,500870,target gene,No,5
Lsg1,Q5BJT6,288029,target gene,No,13
Rhebl1,Q7TNZ5,359959,target gene,No,5
Tmem204,Q5M962,287129,target gene,No,2
Klhl22,D3ZZC3,303792,target gene,No,10
Podxl2,B1WC18,297433,target gene,No,1
Tef,P41224,29362,target gene,No,10
-,M0R601,-,target gene,No,9
Polr1c,Q5RJK9,301246,target gene,No,9
RGD1563888,D4ACQ8,360692,target gene,No,6
Mogat3,F1LT39,685560,target gene,No,1
Cyp1a1,P00185,24296,target gene,No,4
Kif5c,G3V6L4,311024,target gene,No,5
Samd1,A0A0G2K745,-,target gene,No,4
Sde2,Q5BJN8,289315,target gene,No,14
Cmtm3,B5DFL6,291813,target gene,No,1
Ppl,D4A5T8,302934,target gene,No,6
Porcn,D3ZVQ3,317368,target gene,No,5
Irs3,B1WBQ1,84021,target gene,No,5
Rpn2,P25235,64701,target gene,No,8
C2cd5,A0A0G2K543,362461,target gene,No,8
Itga7,Q63258,81008,target gene,No,3
Tnfrsf1b,Q80WY6,156767,target gene,No,2
LOC100361018,M0RCU3,100361018,target gene,No,1
Bod1l1,M0RC54,-,target gene,No,10
Zfp706,A0A0G2K1A1,-,target gene,No,13
Ankrd63,D3ZKY6,691770,target gene,No,3
Dclk2,Q5MPA9,310698,target gene,No,6
Arse,Q32KK0,310326,target gene,No,10
Cyth4,A0A0G2K0A0,500906,target gene,No,1
Spata9,D3ZFQ7,294594,target gene,No,2
Dbil5,P56702,59116,target gene,No,10
Col5a1,G3V763,-,target gene,No,5
Adcy6,A0A0G2K429,25289,target gene,No,11
Sdc1,P26260,25216,target gene,No,6
Zfp691,B2GV80,313548,target gene,No,8
Armc3,M0R914,-,target gene,No,1
Depdc5,A0A0G2K6M8,305464,target gene,No,9
Polr2m,Q91XQ4,192147,target gene,No,11
Pole2,D4ABZ5,299112,target gene,No,3
Wsb2,Q66HE3,288692,target gene,No,4
Polr2f,O88828,83503,target gene,No,8
Btg1,Q63073,29618,target gene,No,10
Snx1,Q99N27,84471,target gene,No,9
Pyurf,Q5U1Z8,502782,target gene,No,4
Vti1b,F1LNC4,100359512,target gene,No,9
Fyco1,D3Z9D2,301085,target gene,No,10
Ufsp2,Q5XIB4,361151,target gene,No,11
Tnfrsf14,Q5BK53,366518,target gene,No,3
Ppdpf,Q5PR01,296470,target gene,No,10
Itih1,B2RYM3,306251,target gene,No,5
Ext1,G3V901,299907,target gene,No,9
Gemin8,Q6AY77,363462,target gene,No,5
Hacl1,Q8CHM7,85255,target gene,No,11
Gosr1,Q62931,94189,target gene,No,8
Prelp,Q9EQP5,84400,target gene,No,7
Mettl26,Q497C3,302998,target gene,No,12
Eif4g1,D3ZU13,287986,target gene,No,7
Naa10,D3ZUQ2,363518,target gene,No,5
Smad4,A0A0G2K970,-,target gene,No,10
-,F1LXH0,-,target gene,No,1
Eid2,D4ACB5,685691,target gene,No,7
Spatc1,B0BMZ4,315091,target gene,No,2
Atp5pd,P31399,641434,target gene,No,9
Rps6ka2,F1M7N7,117269,target gene,No,6
Sez6l2,D4A6P1,308988,target gene,No,8
Alkbh5,D3ZKD3,303193,target gene,No,10
-,D3ZJY5,-,target gene,No,2
Diablo,Q5RK17,288753,target gene,No,10
Sh2b2,Q9Z200,114203,target gene,No,5
Pth1r,P25961,56813,target gene,No,1
Rmi2,D4ACT0,497856,target gene,No,4
Dnm2,P39052,25751,target gene,No,10
Ssrp1,Q04931,81785,target gene,No,10
Cntf,G3V7M6,-,target gene,No,4
Ly75,D3ZQK8,-,target gene,No,1
Dnajb5,D3ZB76,313811,target gene,No,11
Uba2,F1LS72,-,target gene,No,1
Serpine1,F1LM16,-,target gene,No,8
Aars2,A0A0H2UHV7,-,target gene,No,8
Fam189b,D3Z8J6,310640,target gene,No,10
Idua,D3ZE16,360904,target gene,No,7
Tfr2,B2GUY2,288562,target gene,No,3
Camk2d,P15791,24246,target gene,No,10
LOC690483,D3Z8D1,690483,target gene,No,1
Dock3,F1M4N6,315992,target gene,No,5
Ccndbp1,A0A0H2UHJ2,-,target gene,No,8
Ywhab,P35213,56011,target gene,No,9
Gnai3,P08753,25643,target gene,No,9
Cyp4a3,H7C5X2,-,target gene,No,4
Ints7,D4ADS6,289382,target gene,No,10
Tnfrsf9,Q4V895,500590,target gene,No,3
Mre11a,G3V781,64046,target gene,No,14
Fbxl15,D4ABB4,309453,target gene,No,5
Dph7,D4A1S8,-,target gene,No,4
Hepacam,D3ZEI4,-,target gene,No,4
Fmnl2,A0A0G2K132,-,target gene,No,1
Acbd6,Q5RJK8,289125,target gene,No,9
Arid4a,D4ADE4,314205,target gene,No,9
Tmem185b,M0RA52,304731,target gene,No,12
Lsp1,Q4QQV6,361680,target gene,No,1
JPT1,Q6AXU6,287828,target gene,No,7
Mettl17,D3Z930,305845,target gene,No,7
Fosl1,P10158,25445,target gene,No,5
Ucp2,P56500,54315,target gene,No,7
Smad2,O70436,29357,target gene,No,8
Abhd4,D3ZAW4,364380,target gene,No,10
Aspscr1,F1LR71,-,target gene,No,10
Mdh2,P04636,81829,target gene,No,11
Msmo1,O35532,140910,target gene,No,10
Exoc3,Q62825,252881,target gene,No,9
Pou2f1,F1LRD7,171068,target gene,No,11
Rfxank,Q5PQM6,306353,target gene,No,11
Lrp2,A0A0G2K9W7,-,target gene,No,1
Pdp2,A0A0G2JSL7,246311,target gene,No,9
Slc27a4,G3V7V3,311839,target gene,No,8
Rps28,P62859,691531,target gene,No,12
Tmed8,M0RAT6,-,target gene,No,6
Phf1,Q6MGC9,294287,target gene,No,7
Fbn1,G3V9M6,83727,target gene,No,2
Cebpzos,D3ZL39,103692531,target gene,No,1
Atg12,Q2TBJ5,361321,target gene,No,10
Dctn1,D4A8U7,-,target gene,No,1
Upk1a,D3ZDW5,365227,target gene,No,1
Tvp23a,D4A2T2,360467,target gene,No,3
Tacc1,A0A0G2K9K2,306562,target gene,No,6
Tamalin,Q8R4T5,192254,target gene,No,6
Wdr86,D3ZYR5,311956,target gene,No,1
Ccdc186,A0A0G2K8K1,-,target gene,No,1
Rab31,A0A0G2JSZ1,246324,target gene,No,5
Ap1b1,G3V9N8,29663,target gene,No,8
Mrpl48,D3ZDX7,293149,target gene,No,9
Galnt11,A0A0G2K7K0,311952,target gene,No,6
Ptprb,A0A0G2K2W0,314843,target gene,No,1
Wasl,F1LSG0,682507,target gene,No,11
Kat7,A0A0G2K9F0,-,target gene,No,10
Tank,F1M101,252961,target gene,No,5
Dnajc5,P60905,79130,target gene,No,8
Tmem161b,F1LX74,-,target gene,No,2
Mbd6,D3ZCX1,362892,target gene,No,4
Ercc3,Q4G005,291703,target gene,No,8
Cyb5r3,P20070,25035,target gene,No,9
Rab26,P51156,171111,target gene,No,3
Tmem181,B4F7D5,502228,target gene,No,8
Klhdc2,Q3KRE6,299113,target gene,No,9
Cib2,Q568Z7,300719,target gene,No,5
Mtrex,D4AE49,-,target gene,No,8
Rictor,F1M4J0,310131,target gene,No,2
Alox12,F1LQ70,-,target gene,No,4
Faxdc2,F1M8Z0,-,target gene,No,5
Mtor,P42346,56718,target gene,No,9
Dyrk1b,D4ACC4,308468,target gene,No,10
Ak3,Q6P2A5,-,target gene,No,9
Sept5,D3ZDH8,116728,target gene,No,7
Paip2b,D4AAB9,312490,target gene,No,8
Elmo3,Q499U2,291962,target gene,No,5
Prdx4,Q9Z0V5,85274,target gene,No,9
Dmgdh,Q5RKL4,245961,target gene,No,3
Lcn12,A0A0G2JYI8,680602,target gene,No,1
Rab3c,P62824,171058,target gene,No,10
Cd300e,D0V9T4,690076,target gene,No,3
Taf1d,G3V7G4,363017,target gene,No,12
Bco1,G3V7N1,114106,target gene,No,4
Spg21,Q5XIC4,300791,target gene,No,7
Rab11fip1,Q3B7T9,498650,target gene,No,5
Eef1e1,B2RYN3,291057,target gene,No,6
Clpp,M0RAD5,-,target gene,No,9
Cnga3,Q9ER33,85257,target gene,No,1
Mtpap,D3ZPN5,307050,target gene,No,9
Chrna7,Q5UMH9,25302,target gene,No,3
Rps19bp1,A0A0U1RRW3,-,target gene,No,9
Klhdc3,Q6AYI2,363192,target gene,No,10
Slc22a12,Q3ZAV1,365398,target gene,No,2
Hp,A0A0H2UHM3,-,target gene,No,2
Mrps36,M0R776,294696,target gene,No,8
Bcap31,Q6AY58,293852,target gene,No,6
Esrrg,P62510,360896,target gene,No,3
PAGR1,Q5M865,293500,target gene,No,7
Ccr1,Q9JLY8,57301,target gene,No,1
Krtap14l,D3ZJ37,-,target gene,No,1
-,A0A0G2K6J6,-,target gene,No,8
Trmt9b,D3ZQW3,306504,target gene,No,4
Exoc5,P97878,60627,target gene,No,10
Braf,F1M9C3,-,target gene,No,8
Dffa,A0A0G2JY18,114214,target gene,No,9
Zc3hav1,F7F0B1,252832,target gene,No,7
Srp19,B2RZ66,291685,target gene,No,14
Fgf22,Q8VI79,170579,target gene,No,6
Atoh1,D3ZQL9,500156,target gene,No,2
Tdrd5,A0A0H2UHC6,289129,target gene,No,2
Snai2,O08954,25554,target gene,No,7
Gchfr,P70552,171128,target gene,No,7
Kctd2,F1M5Q3,-,target gene,No,9
Syt9,Q925C0,60564,target gene,No,5
Cmtm5,D3ZQ46,290214,target gene,No,5
Mier2,A0A0G2JT20,362841,target gene,No,9
Clcn7,P51799,29233,target gene,No,10
Sar1b,Q5HZY2,287276,target gene,No,8
Eef1d,Q68FR9,300033,target gene,No,1
Nbeal2,D4A1L2,-,target gene,No,5
Dnhd1,A0A096MJU2,-,target gene,No,7
Scn4b,Q7M730,315611,target gene,No,4
Psme2,Q63798,29614,target gene,No,9
Dcp1b,D3ZZJ7,500305,target gene,No,9
Fermt2,A0A0G2JWC7,289992,target gene,No,7
Cox6c1,P11950,-,target gene,No,1
Igfals,F1LRE2,-,target gene,No,4
Psmd6,Q6PCT9,289924,target gene,No,9
Malsu1,D3ZZ37,297082,target gene,No,8
Mrps17,D3ZTR1,288621,target gene,No,10
Zfp438,A0A0G2JU08,307024,target gene,No,9
Mllt11,Q5M971,295264,target gene,No,10
Klhl15,D3ZA50,314111,target gene,No,9
Rpl18a,P62718,290641,target gene,No,8
Ddx3,A0A0G2K9N3,-,target gene,No,3
Wdr38,F1LZZ1,-,target gene,No,5
Esco2,A0A096MJS9,691979,target gene,No,6
Vac14,Q80W92,307842,target gene,No,8
Tcp11l2,Q568Z0,314683,target gene,No,3
Dnah1,Q63164,171339,target gene,No,3
Rabgap1,D3ZX42,311911,target gene,No,7
Nfu1,D3ZA85,297416,target gene,No,8
Lca5,Q5U2Y9,300866,target gene,No,8
Kif5b,Q2PQA9,117550,target gene,No,5
Jup,Q6P0K8,81679,target gene,No,7
U2surp,D3ZAI0,315903,target gene,No,10
Cdca4,Q3B7C7,500727,target gene,No,10
Mus81,Q4KM32,293678,target gene,No,8
Cables2,A0A0G2K716,311703,target gene,No,11
Vipas39,Q5PQN6,681989,target gene,No,11
Dnajb7,D3ZN46,685839,target gene,No,1
-,A0A0G2K4L5,-,target gene,No,7
Carmil1,F1M0N7,306941,target gene,No,8
Brox,Q4V8K5,305031,target gene,No,10
-,E9PU78,-,target gene,No,1
Arl8a,D3ZPP2,498234,target gene,No,3
Mto1,F1LYH3,-,target gene,No,9
Nol12,Q5D1Z3,362955,target gene,No,5
Rhot2,Q7TSA0,287156,target gene,No,7
Raver1,Q5XI28,298705,target gene,No,7
Dcaf10,D4A8G6,313242,target gene,No,9
Lipa,Q6IMY6,25055,target gene,No,4
Rprd2,A0A0G2JTD1,100364568,target gene,No,11
Emilin1,D3Z9E1,298845,target gene,No,4
Cdc37l1,Q5XIC3,293886,target gene,No,9
Mxra7,M0RA39,690599,target gene,No,3
Hdhd5,D3ZQB6,312680,target gene,No,9
Fbxo31,B2RYN2,498959,target gene,No,11
Plk5,D3ZY07,314627,target gene,No,1
Nsmce1,Q499U6,361645,target gene,No,10
Wnt7b,A0A0G2K3B7,-,target gene,No,2
Nek4,D3ZDV9,306252,target gene,No,7
Odf2,Q6AYX5,29479,target gene,No,7
Vps26a,Q6AY86,361846,target gene,No,11
Ltbr,Q5U2S8,297604,target gene,No,8
Prnp,P13852,24686,target gene,No,6
Ms4a18,D3ZUX6,-,target gene,No,3
Draxin,D3ZDG4,691317,target gene,No,2
Cox11,M0RE03,103693419,target gene,No,9
Hes5,Q03062,79225,target gene,No,3
Klhl29,D4AEF4,298867,target gene,No,6
Cyb5d1,M0RB62,363629,target gene,No,12
Actg1,P63259,100361457;287876,target gene,No,4
Cog8,B5DF86,291990,target gene,No,12
Mgat4a,F1LMP1,367252,target gene,No,9
Pank2,F1LT70,296167,target gene,No,6
Pjvk,D3ZSE6,-,target gene,No,2
Mlip,A0A096MK47,-,target gene,No,1
Cpt2,G3V7N5,-,target gene,No,7
Stk39,O88506,54348,target gene,No,5
Snrpf,D4AAT4,680737,target gene,No,7
-,F1M224,-,target gene,No,2
Il33,A0A096MIT4,-,target gene,No,6
Myo1a,F1LV10,299509,target gene,No,1
Smim7,B0BN70,688495,target gene,No,11
Olr1381,D3ZPA4,363549,target gene,No,1
Hpf1,D3ZMN2,-,target gene,No,7
Rnf185,Q568Y3,360967,target gene,No,9
Tmem184a,Q4QQS1,304325,target gene,No,3
Ptpn21,A0A0G2JTB7,171070,target gene,No,7
Plpbp,D3ZCA0,306544,target gene,No,6
Rps6ka3,D3Z8E0,501560,target gene,No,8
Srd5a1,P24008,24950,target gene,No,11
Psmc2,G3V7L6,-,target gene,No,9
Mtrf1,M0RDC8,686234,target gene,No,9
Zfp318,F1M0H0,-,target gene,No,8
Gsdme,F1MAG0,-,target gene,No,3
Neurod4,D4A7M5,288821,target gene,No,2
Zfhx4,D4A3U5,310250,target gene,No,3
Tmem95,D3ZZS5,691982,target gene,No,2
Sdhd,Q6PCT8,363061,target gene,No,8
Hspb2,O35878,161476,target gene,No,5
Zdhhc23,Q76IC6,363783,target gene,No,7
Entpd6,Q9ER31,85260,target gene,No,5
Nans,B1WC26,298071,target gene,No,8
Jag2,E9PU23,-,target gene,No,3
Rad51,B5DF04,499870,target gene,No,8
Smarcc2,D4A510,685179,target gene,No,11
Gfi1b,B0BN50,311832,target gene,No,2
Rilpl2,Q6AYA0,288652,target gene,No,4
Ccdc115,B2GV96,363213,target gene,No,8
Relt,F1LVW5,361615,target gene,No,6
Nars,F1LPV0,291556,target gene,No,9
Rps12,Q6PDW1,65139,target gene,No,10
Otos,Q8K560,246044,target gene,No,1
Zfp707l1,B1WC07,362936,target gene,No,8
Pfdn5,B5DFN4,300257,target gene,No,5
Ift88,A0A096MK92,305918,target gene,No,9
Limd2,Q4KM31,360646,target gene,No,6
Hirip3,E9PSX7,-,target gene,No,10
Atrx,A0A0G2JXZ3,-,target gene,No,5
Tmed5,Q6QI88,-,target gene,No,11
-,A0A0G2JWZ2,-,target gene,No,10
-,Q66H53,690784,target gene,No,2
Stk36,D3ZA65,301516,target gene,No,7
Pfdn4,M0R5N4,100366237,target gene,No,8
LOC680222,B2GNF2,-,target gene,No,10
Rela,Q7TQN4,309165,target gene,No,7
Mtmr1,A0A0G2JUZ0,317296,target gene,No,4
Cpn2,F1LQT4,-,target gene,No,4
Ift43,D3ZY35,299209,target gene,No,8
Agpat2,D4AC45,-,target gene,No,5
Ankrd52,D4ACT4,-,target gene,No,9
Xpnpep1,O54975,170751,target gene,No,6
Dhx15,D3ZD97,289693,target gene,No,3
Khdrbs2,Q920F3,170843,target gene,No,2
Tbx6,D3ZJK7,365371,target gene,No,3
Olr1498,A0A0G2K2Y6,287501,target gene,No,1
Ppm1k,D4A7X5,312381,target gene,No,7
Nmt2,F1M110,-,target gene,No,9
Rpe,A0A0G2JW38,501157,target gene,No,7
Ednra,A0A0G2JSX5,24326,target gene,No,5
Hscb,D3ZME7,360826,target gene,No,6
Lpar1,P61794,116744,target gene,No,6
Tprg1l,A8WCF8,687090,target gene,No,13
Mef2a,A0A0G2JT35,-,target gene,No,9
Crem,Q03061,25620,target gene,No,7
Olr1308,D4A0R7,405079,target gene,No,1
P2rx1,P47824,25505,target gene,No,1
Stx6,Q63635,60562,target gene,No,6
Amdhd1,D4AAV1,299735,target gene,No,2
Inka1,D4AA62,316001,target gene,No,6
Skiv2l,A0A0G2QC02,294260,target gene,No,8
Ccdc9b,D3ZKN0,-,target gene,No,8
Tas2r117,Q675B8,100310880,target gene,No,3
Kdm6a,A0A0G2K6D0,-,target gene,No,9
Nudt8,D3ZEH6,361692,target gene,No,6
Sdk2,A0A0G2K999,360652,target gene,No,7
Tp53i11,B3DMA0,311209,target gene,No,7
Klhdc4,D4A0L5,307917,target gene,No,10
L2hgdh,D3ZVS2,314196,target gene,No,7
Ushbp1,Q3T1I3,290629,target gene,No,7
Lin37,D4A503,292787,target gene,No,10
Znf24,Q7TNK3,360204,target gene,No,12
Ropn1l,D3ZJ62,685646,target gene,No,7
Upp1,Q499V1,289801,target gene,No,6
Tmem222,B0BNM0,313021,target gene,No,10
Yap1,Q2EJA0,363014,target gene,No,8
Nmrk1,Q6AY91,499330,target gene,No,4
Acbd3,A0A0G2K756,-,target gene,No,3
Etnk1,D3ZXB8,312828,target gene,No,8
Dph2,Q568Y2,298452,target gene,No,7
Mapk6,P27704,58840,target gene,No,9
Msrb1,A0A0G2K906,-,target gene,No,7
Endov,A0A0G2K5U3,-,target gene,No,6
Zfp641,D4A704,300197,target gene,No,6
Ftcd,O88618,89833,target gene,No,4
Uqcrc1,Q68FY0,301011,target gene,No,10
Man2c1,Q5M9I2,-,target gene,No,10
Mctp1,D4ABL6,309928,target gene,No,1
